,year,subjects,count,total,percentage
1316,1836,Slavery and Enslaved Persons,20,635,3.0
1317,1836,Smithsonian Institution,15,635,2.0
1318,1836,"South, The",1,635,0.0
1319,1836,Steam Power,7,635,1.0
1320,1836,Supreme Court,2,635,0.0
1321,1836,Temperance Movement,2,635,0.0
1322,1836,Territorial Expansion,8,635,1.0
1323,1836,Texas Revolution and Independence,21,635,3.0
1324,1836,US Constitution,17,635,3.0
1325,1836,Unitarianism,2,635,0.0
1326,1836,War of 1812,4,635,1.0
1327,1836,Whig Party,7,635,1.0
1328,1837,African Americans,3,612,0.0
1329,1837,American Revolution,32,612,5.0
1330,1837,Anglo-American Definitive Peace Treaty,2,612,0.0
1331,1837,Anti-Masonic Party,1,612,0.0
1332,1837,Anti-Slavery Movements,13,612,2.0
1333,1837,Anti-Slavery Petitions,49,612,8.0
1334,1837,Bank of the United States,23,612,4.0
1335,1837,Colonization Movements,7,612,1.0
1336,1837,Democratic Party,2,612,0.0
1337,1837,Diplomacy,5,612,1.0
1338,1837,Dueling,3,612,0.0
1339,1837,"Elections, Presidential 1836",1,612,0.0
1340,1837,"Elections, Presidential 1840",1,612,0.0
1341,1837,Emancipation,2,612,0.0
1342,1837,Family Finances (Adams Family),29,612,5.0
1343,1837,Family Residences (Adams Family),10,612,2.0
1344,1837,Federalist Papers,1,612,0.0
1345,1837,Federalist Party,2,612,0.0
1346,1837,Foreign Relations,8,612,1.0
1347,1837,Gag Rule,15,612,2.0
1348,1837,Health and Illness,52,612,8.0
1349,1837,Internal Improvements,2,612,0.0
1350,1837,Louisiana Purchase,1,612,0.0
1351,1837,Missouri Compromise,1,612,0.0
1352,1837,Napoleonic Wars,1,612,0.0
1353,1837,Native Americans,29,612,5.0
1354,1837,Northwest Ordinance,1,612,0.0
1355,1837,Nullification,8,612,1.0
1356,1837,Panic of 1837,19,612,3.0
1357,1837,Press,51,612,8.0
1358,1837,Quasi-War,1,612,0.0
1359,1837,Railroads,6,612,1.0
1360,1837,Recreation,54,612,9.0
1361,1837,Reform Movements,1,612,0.0
1362,1837,Religion,54,612,9.0
1363,1837,Science and Technology,5,612,1.0
1364,1837,Shays's Rebellion,1,612,0.0
1365,1837,Slave Trade,8,612,1.0
1366,1837,Slavery and Enslaved Persons,15,612,2.0
1367,1837,Smithsonian Institution,1,612,0.0
1368,1837,"South, The",9,612,1.0
1369,1837,Steam Power,7,612,1.0
1370,1837,Supreme Court,1,612,0.0
1371,1837,Temperance Movement,3,612,0.0
1372,1837,Territorial Expansion,2,612,0.0
1373,1837,Texas Revolution and Independence,38,612,6.0
1374,1837,Treaty of Ghent,3,612,0.0
1375,1837,US Constitution,9,612,1.0
1376,1837,Unitarianism,5,612,1.0
1377,1837,War of 1812,4,612,1.0
1378,1837,Whig Party,11,612,2.0
1379,1838,Adams-Onis Treaty,1,752,0.0
1380,1838,African Americans,7,752,1.0
1381,1838,American Revolution,20,752,3.0
1382,1838,Anglo-American Definitive Peace Treaty,1,752,0.0
1383,1838,Anti-Masonic Party,3,752,0.0
1384,1838,Anti-Slavery Movements,15,752,2.0
1385,1838,Anti-Slavery Petitions,23,752,3.0
1386,1838,Bank of the United States,13,752,2.0
1387,1838,Canals,3,752,0.0
1388,1838,Colonization Movements,2,752,0.0
1389,1838,Commerce,1,752,0.0
1390,1838,Continental Congress,1,752,0.0
1391,1838,Democratic Party,7,752,1.0
1392,1838,Diplomacy,3,752,0.0
1393,1838,Dueling,46,752,6.0
1394,1838,"Elections, Presidential 1840",3,752,0.0
1395,1838,Emancipation,4,752,1.0
1396,1838,Family Finances (Adams Family),22,752,3.0
1397,1838,Family Relations (Adams Family),2,752,0.0
1398,1838,Family Residences (Adams Family),12,752,2.0
1399,1838,Federalist Party,1,752,0.0
1400,1838,Florida Annexation,1,752,0.0
1401,1838,Foreign Relations,30,752,4.0
1402,1838,Fugitive Slave Laws,1,752,0.0
1403,1838,Gag Rule,21,752,3.0
1404,1838,Health and Illness,81,752,11.0
1405,1838,Indian Removal,9,752,1.0
1406,1838,Internal Improvements,9,752,1.0
1407,1838,Louisiana Purchase,4,752,1.0
1408,1838,Native Americans,36,752,5.0
1409,1838,Northwest Ordinance,1,752,0.0
1410,1838,Nullification,5,752,1.0
1411,1838,Press,53,752,7.000000000000001
1412,1838,Railroads,8,752,1.0
1413,1838,Recreation,44,752,6.0
1414,1838,Reform Movements,7,752,1.0
1415,1838,Religion,68,752,9.0
1416,1838,Science and Technology,41,752,5.0
1417,1838,Sectionalism,4,752,1.0
1418,1838,Slave Trade,2,752,0.0
1419,1838,Slavery and Enslaved Persons,23,752,3.0
1420,1838,Smithsonian Institution,17,752,2.0
1421,1838,"South, The",3,752,0.0
1422,1838,States Rights,1,752,0.0
1423,1838,Steam Power,18,752,2.0
1424,1838,Supreme Court,3,752,0.0
1425,1838,Temperance Movement,2,752,0.0
1426,1838,Territorial Expansion,7,752,1.0
1427,1838,Texas Annexation,26,752,3.0
1428,1838,Texas Revolution and Independence,3,752,0.0
1429,1838,Treaty of Ghent,1,752,0.0
1430,1838,US Constitution,6,752,1.0
1431,1838,Unitarianism,2,752,0.0
1432,1838,War of 1812,4,752,1.0
1433,1838,Whig Party,21,752,3.0
1434,1839,African Americans,4,299,1.0
1435,1839,American Revolution,2,299,1.0
1436,1839,Amistad,11,299,4.0
1437,1839,Anti-Masonic Party,1,299,0.0
1438,1839,Anti-Slavery Movements,15,299,5.0
1439,1839,Anti-Slavery Petitions,21,299,7.000000000000001
1440,1839,Articles of Confederation,4,299,1.0
1441,1839,Bank of the United States,4,299,1.0
1442,1839,Chesapeake Affair,1,299,0.0
1443,1839,Colonization Movements,1,299,0.0
1444,1839,Democratic Party,8,299,3.0
1445,1839,Dueling,1,299,0.0
1446,1839,"Elections, Presidential 1836",1,299,0.0
1447,1839,"Elections, Presidential 1840",3,299,1.0
1448,1839,Emancipation,1,299,0.0
1449,1839,Family Finances (Adams Family),10,299,3.0
1450,1839,Foreign Relations,1,299,0.0
1451,1839,French Revolution,1,299,0.0
1452,1839,Fugitive Slave Laws,1,299,0.0
1453,1839,Gag Rule,3,299,1.0
1454,1839,Health and Illness,42,299,14.000000000000002
1455,1839,Internal Improvements,2,299,1.0
1456,1839,National Nominating Conventions,2,299,1.0
1457,1839,Native Americans,13,299,4.0
1458,1839,Nullification,3,299,1.0
1459,1839,Oregon Country,2,299,1.0
1460,1839,Press,1,299,0.0
1461,1839,Privateering,1,299,0.0
1462,1839,Recreation,21,299,7.000000000000001
1463,1839,Religion,40,299,13.0
1464,1839,Seminole Wars,1,299,0.0
1465,1839,Shays's Rebellion,1,299,0.0
1466,1839,Slave Trade,7,299,2.0
1467,1839,Slavery and Enslaved Persons,13,299,4.0
1468,1839,Smithsonian Institution,29,299,10.0
1469,1839,Steam Power,1,299,0.0
1470,1839,Temperance Movement,5,299,2.0
1471,1839,Treaty of Ghent,1,299,0.0
1472,1839,US Constitution,4,299,1.0
1473,1839,War of 1812,6,299,2.0
1474,1839,Whig Party,10,299,3.0
1475,1840,African Americans,6,386,2.0
1476,1840,American Revolution,2,386,1.0
1477,1840,Amistad,29,386,8.0
1478,1840,Anglo-American Definitive Peace Treaty,1,386,0.0
1479,1840,Anti-Slavery Movements,4,386,1.0
1480,1840,Anti-Slavery Petitions,20,386,5.0
1481,1840,Asylum Movement,1,386,0.0
1482,1840,Bank of the United States,6,386,2.0
1483,1840,Caucus System,1,386,0.0
1484,1840,Democratic Party,8,386,2.0
1485,1840,Dueling,2,386,1.0
1486,1840,"Elections, Presidential 1836",1,386,0.0
1487,1840,"Elections, Presidential 1840",22,386,6.0
1488,1840,Family Finances (Adams Family),6,386,2.0
1489,1840,Family Relations (Adams Family),1,386,0.0
1490,1840,Family Residences (Adams Family),1,386,0.0
1491,1840,Federalist Party,3,386,1.0
1492,1840,French Revolution,2,386,1.0
1493,1840,Gag Rule,11,386,3.0
1494,1840,Hartford Convention,2,386,1.0
1495,1840,Health and Illness,20,386,5.0
1496,1840,Internal Improvements,9,386,2.0
1497,1840,Loyalists,5,386,1.0
1498,1840,National Nominating Conventions,7,386,2.0
1499,1840,Native Americans,21,386,5.0
1500,1840,Nullification,1,386,0.0
1501,1840,Recreation,17,386,4.0
1502,1840,Religion,51,386,13.0
1503,1840,Seminole Wars,15,386,4.0
1504,1840,Slave Trade,10,386,3.0
1505,1840,Slavery and Enslaved Persons,14,386,4.0
1506,1840,Smithsonian Institution,24,386,6.0
1507,1840,Spoils System,1,386,0.0
1508,1840,States Rights,2,386,1.0
1509,1840,Steam Power,2,386,1.0
1510,1840,Supreme Court,5,386,1.0
1511,1840,Temperance Movement,1,386,0.0
1512,1840,Transcendentalism,7,386,2.0
1513,1840,"Travel and Touring, International",20,386,5.0
1514,1840,War of 1812,3,386,1.0
1515,1840,Whig Party,22,386,6.0
1516,1841,African Americans,12,383,3.0
1517,1841,American Revolution,1,383,0.0
1518,1841,Amistad,63,383,16.0
1519,1841,Anglo-American Definitive Peace Treaty,1,383,0.0
1520,1841,Anti-Masonic Party,2,383,1.0
1521,1841,Anti-Slavery Movements,1,383,0.0
1522,1841,Anti-Slavery Petitions,13,383,3.0
1523,1841,Bank of the United States,4,383,1.0
1524,1841,Colonization Movements,3,383,1.0
1525,1841,Democratic Party,1,383,0.0
1526,1841,Dueling,2,383,1.0
1527,1841,"Elections, Presidential 1840",3,383,1.0
1528,1841,Family Finances (Adams Family),6,383,2.0
1529,1841,Federalist Party,1,383,0.0
1530,1841,French Revolution,1,383,0.0
1531,1841,Fugitive Slave Laws,1,383,0.0
1532,1841,Gag Rule,5,383,1.0
1533,1841,Hartford Convention,1,383,0.0
1534,1841,Health and Illness,32,383,8.0
1535,1841,Internal Improvements,1,383,0.0
1536,1841,Jay Treaty,1,383,0.0
1537,1841,Native Americans,12,383,3.0
1538,1841,Nullification,1,383,0.0
1539,1841,Privateering,1,383,0.0
1540,1841,Recreation,17,383,4.0
1541,1841,Reform Movements,1,383,0.0
1542,1841,Religion,58,383,15.0
1543,1841,Sectionalism,1,383,0.0
1544,1841,Seminole Wars,5,383,1.0
1545,1841,Slave Trade,26,383,7.000000000000001
1546,1841,Slavery and Enslaved Persons,21,383,5.0
1547,1841,Smithsonian Institution,15,383,4.0
1548,1841,Spoils System,7,383,2.0
1549,1841,States Rights,4,383,1.0
1550,1841,Supreme Court,36,383,9.0
1551,1841,Telegraph,2,383,1.0
1552,1841,Temperance Movement,1,383,0.0
1553,1841,Texas Annexation,4,383,1.0
1554,1841,US Constitution,4,383,1.0
1555,1841,War of 1812,1,383,0.0
1556,1841,Whig Party,11,383,3.0
1557,1842,African Americans,12,305,4.0
1558,1842,American Revolution,1,305,0.0
1559,1842,Amistad,5,305,2.0
1560,1842,Anglo-American Definitive Peace Treaty,1,305,0.0
1561,1842,Anti-Slavery Petitions,14,305,5.0
1562,1842,Bank of the United States,2,305,1.0
1563,1842,Colonization Movements,4,305,1.0
1564,1842,Democratic Party,6,305,2.0
1565,1842,Dueling,2,305,1.0
1566,1842,Family Finances (Adams Family),12,305,4.0
1567,1842,Family Residences (Adams Family),1,305,0.0
1568,1842,Fugitive Slave Laws,1,305,0.0
1569,1842,Gag Rule,13,305,4.0
1570,1842,Health and Illness,18,305,6.0
1571,1842,Impressment,1,305,0.0
1572,1842,Internal Improvements,2,305,1.0
1573,1842,Native Americans,10,305,3.0
1574,1842,Oregon Country,2,305,1.0
1575,1842,Recreation,19,305,6.0
1576,1842,Religion,56,305,18.0
1577,1842,Sectionalism,6,305,2.0
1578,1842,Seminole Wars,3,305,1.0
1579,1842,Slave Trade,12,305,4.0
1580,1842,Slavery and Enslaved Persons,17,305,6.0
1581,1842,Smithsonian Institution,23,305,8.0
1582,1842,States Rights,1,305,0.0
1583,1842,Supreme Court,3,305,1.0
1584,1842,Temperance Movement,9,305,3.0
1585,1842,Territorial Expansion,1,305,0.0
1586,1842,Texas Annexation,4,305,1.0
1587,1842,Treaty of Ghent,1,305,0.0
1588,1842,US Constitution,4,305,1.0
1589,1842,War of 1812,1,305,0.0
1590,1842,Webster-Ashburton Treaty,6,305,2.0
1591,1842,Whig Party,32,305,10.0
1592,1843,African Americans,28,693,4.0
1593,1843,American Revolution,10,693,1.0
1594,1843,Amistad,2,693,0.0
1595,1843,Anti-Slavery Movements,12,693,2.0
1596,1843,Anti-Slavery Petitions,7,693,1.0
1597,1843,Canals,5,693,1.0
1598,1843,Colonization Movements,2,693,0.0
1599,1843,Democratic Party,7,693,1.0
1600,1843,Diplomacy,10,693,1.0
1601,1843,Dueling,2,693,0.0
1602,1843,"Elections, Presidential 1844",7,693,1.0
1603,1843,Emancipation,2,693,0.0
1604,1843,Embargo,1,693,0.0
1605,1843,Family Finances (Adams Family),22,693,3.0
1606,1843,Family Relations (Adams Family),16,693,2.0
1607,1843,Foreign Relations,42,693,6.0
1608,1843,Fugitive Slave Laws,1,693,0.0
1609,1843,Gag Rule,13,693,2.0
1610,1843,Health and Illness,89,693,13.0
1611,1843,Indian Removal,1,693,0.0
1612,1843,Internal Improvements,1,693,0.0
1613,1843,Mexican War of Independence,1,693,0.0
1614,1843,Napoleonic Wars,1,693,0.0
1615,1843,National Nominating Conventions,1,693,0.0
1616,1843,Native Americans,25,693,4.0
1617,1843,Northwest Ordinance,1,693,0.0
1618,1843,Oregon Country,10,693,1.0
1619,1843,Press,62,693,9.0
1620,1843,Railroads,19,693,3.0
1621,1843,Recreation,37,693,5.0
1622,1843,Religion,69,693,10.0
1623,1843,Science and Technology,9,693,1.0
1624,1843,Slave Trade,13,693,2.0
1625,1843,Slavery and Enslaved Persons,30,693,4.0
1626,1843,Smithsonian Institution,6,693,1.0
1627,1843,States Rights,1,693,0.0
1628,1843,Steam Power,16,693,2.0
1629,1843,Supreme Court,1,693,0.0
1630,1843,Temperance Movement,10,693,1.0
1631,1843,Territorial Expansion,1,693,0.0
1632,1843,Texas Annexation,15,693,2.0
1633,1843,Texas Revolution and Independence,1,693,0.0
1634,1843,"Travel and Touring, International",12,693,2.0
1635,1843,Treaty of Ghent,1,693,0.0
1636,1843,US Constitution,7,693,1.0
1637,1843,Unitarianism,5,693,1.0
1638,1843,War of 1812,11,693,2.0
1639,1843,Webster-Ashburton Treaty,24,693,3.0
1640,1843,Whig Party,24,693,3.0
1641,1844,Adams-Onis Treaty,5,773,1.0
1642,1844,African Americans,17,773,2.0
1643,1844,American Revolution,10,773,1.0
1644,1844,Amistad,7,773,1.0
1645,1844,Anti-Slavery Movements,9,773,1.0
1646,1844,Anti-Slavery Petitions,5,773,1.0
1647,1844,Boylston Professor of Rhetoric and Oratory,1,773,0.0
1648,1844,Canals,1,773,0.0
1649,1844,Church of Jesus Christ of Latter-day Saints,4,773,1.0
1650,1844,Colonization Movements,2,773,0.0
1651,1844,Corrupt Bargain,2,773,0.0
1652,1844,Courtship and Marriage of JQA and LCA,1,773,0.0
1653,1844,Democratic Party,21,773,3.0
1654,1844,Diplomacy,10,773,1.0
1655,1844,Dueling,6,773,1.0
1656,1844,"Elections, Presidential 1844",30,773,4.0
1657,1844,Family Finances (Adams Family),47,773,6.0
1658,1844,Family Relations (Adams Family),19,773,2.0
1659,1844,Family Residences (Adams Family),5,773,1.0
1660,1844,Florida Annexation,9,773,1.0
1661,1844,Foreign Relations,21,773,3.0
1662,1844,Fugitive Slave Laws,3,773,0.0
1663,1844,Gag Rule,26,773,3.0
1664,1844,Health and Illness,59,773,8.0
1665,1844,Internal Improvements,9,773,1.0
1666,1844,Louisiana Purchase,4,773,1.0
1667,1844,Native Americans,9,773,1.0
1668,1844,Northwest Ordinance,1,773,0.0
1669,1844,Oregon Country,18,773,2.0
1670,1844,Pinckney's Treaty,1,773,0.0
1671,1844,Press,72,773,9.0
1672,1844,Railroads,15,773,2.0
1673,1844,Recreation,40,773,5.0
1674,1844,Reform Movements,1,773,0.0
1675,1844,Religion,61,773,8.0
1676,1844,Science and Technology,5,773,1.0
1677,1844,Seminole Wars,1,773,0.0
1678,1844,Slavery and Enslaved Persons,21,773,3.0
1679,1844,Smithsonian Institution,17,773,2.0
1680,1844,Steam Power,10,773,1.0
1681,1844,Supreme Court,6,773,1.0
1682,1844,Temperance Movement,3,773,0.0
1683,1844,Territorial Expansion,1,773,0.0
1684,1844,Texas Annexation,65,773,8.0
1685,1844,US Constitution,3,773,0.0
1686,1844,Unitarianism,1,773,0.0
1687,1844,Utopian Communities,6,773,1.0
1688,1844,War of 1812,4,773,1.0
1689,1844,Webster-Ashburton Treaty,6,773,1.0
1690,1844,Whig Party,73,773,9.0
1691,1845,Adams-Onis Treaty,1,586,0.0
1692,1845,African Americans,5,586,1.0
1693,1845,American Revolution,11,586,2.0
1694,1845,Amistad,8,586,1.0
1695,1845,Anglo-American Definitive Peace Treaty,2,586,0.0
1696,1845,Anti-Slavery Movements,3,586,1.0
1697,1845,Anti-Slavery Petitions,2,586,0.0
1698,1845,Boylston Professor of Rhetoric and Oratory,2,586,0.0
1699,1845,Canals,2,586,0.0
1700,1845,Colonization Movements,1,586,0.0
1701,1845,Courtship and Marriage of JQA and LCA,2,586,0.0
1702,1845,Democratic Party,9,586,2.0
1703,1845,Diplomacy,12,586,2.0
1704,1845,Dueling,6,586,1.0
1705,1845,"Elections, Presidential 1820",1,586,0.0
1706,1845,"Elections, Presidential 1824",1,586,0.0
1707,1845,"Elections, Presidential 1844",1,586,0.0
1708,1845,Family Finances (Adams Family),21,586,4.0
1709,1845,Family Relations (Adams Family),7,586,1.0
1710,1845,Family Residences (Adams Family),6,586,1.0
1711,1845,Federalist Party,2,586,0.0
1712,1845,Foreign Relations,12,586,2.0
1713,1845,Gag Rule,7,586,1.0
1714,1845,Hartford Convention,1,586,0.0
1715,1845,Health and Illness,94,586,16.0
1716,1845,Internal Improvements,7,586,1.0
1717,1845,Jay Treaty,1,586,0.0
1718,1845,Louisiana Purchase,2,586,0.0
1719,1845,Native Americans,9,586,2.0
1720,1845,Oregon Country,20,586,3.0
1721,1845,Press,29,586,5.0
1722,1845,Railroads,18,586,3.0
1723,1845,Recreation,45,586,8.0
1724,1845,Reform Movements,1,586,0.0
1725,1845,Religion,58,586,10.0
1726,1845,Science and Technology,13,586,2.0
1727,1845,Seminole Wars,1,586,0.0
1728,1845,Slave Trade,12,586,2.0
1729,1845,Slavery and Enslaved Persons,32,586,5.0
1730,1845,Smithsonian Institution,13,586,2.0
1731,1845,Steam Power,15,586,3.0
1732,1845,Supreme Court,3,586,1.0
1733,1845,Temperance Movement,5,586,1.0
1734,1845,Territorial Expansion,5,586,1.0
1735,1845,Texas Annexation,44,586,8.0
1736,1845,Treaty of Ghent,2,586,0.0
1737,1845,US Constitution,3,586,1.0
1738,1845,Unitarianism,10,586,2.0
1739,1845,War of 1812,3,586,1.0
1740,1845,Webster-Ashburton Treaty,4,586,1.0
1741,1845,Whig Party,12,586,2.0
1742,1846,Adams-Onis Treaty,2,364,1.0
1743,1846,African Americans,3,364,1.0
1744,1846,American Party,2,364,1.0
1745,1846,American Revolution,6,364,2.0
1746,1846,Anti-Slavery Movements,3,364,1.0
1747,1846,Anti-Slavery Petitions,1,364,0.0
1748,1846,Democratic Party,7,364,2.0
1749,1846,Dueling,1,364,0.0
1750,1846,"Elections, Presidential 1844",1,364,0.0
1751,1846,Family Finances (Adams Family),7,364,2.0
1752,1846,French Revolution,1,364,0.0
1753,1846,Hartford Convention,1,364,0.0
1754,1846,Health and Illness,23,364,6.0
1755,1846,Internal Improvements,14,364,4.0
1756,1846,Louisiana Purchase,2,364,1.0
1757,1846,Mexican War,38,364,10.0
1758,1846,Native Americans,20,364,5.0
1759,1846,Oregon Country,55,364,15.0
1760,1846,Railroads,1,364,0.0
1761,1846,Recreation,14,364,4.0
1762,1846,Reform Movements,1,364,0.0
1763,1846,Religion,84,364,23.0
1764,1846,Seminole Wars,1,364,0.0
1765,1846,Slave Trade,4,364,1.0
1766,1846,Slavery and Enslaved Persons,7,364,2.0
1767,1846,Smithsonian Institution,17,364,5.0
1768,1846,Spoils System,1,364,0.0
1769,1846,Supreme Court,1,364,0.0
1770,1846,Temperance Movement,3,364,1.0
1771,1846,Territorial Expansion,1,364,0.0
1772,1846,Texas Annexation,9,364,2.0
1773,1846,Transcendentalism,1,364,0.0
1774,1846,Treaty of Ghent,2,364,1.0
1775,1846,US Constitution,3,364,1.0
1776,1846,War of 1812,4,364,1.0
1777,1846,Webster-Ashburton Treaty,5,364,1.0
1778,1846,Whig Party,16,364,4.0
1779,1846,Wilmot Proviso,2,364,1.0
1780,1847,African Americans,3,317,1.0
1781,1847,American Revolution,6,317,2.0
1782,1847,Amistad,1,317,0.0
1783,1847,Anti-Slavery Petitions,1,317,0.0
1784,1847,Diplomacy,1,317,0.0
1785,1847,"Elections, Presidential 1848",2,317,1.0
1786,1847,Emancipation,1,317,0.0
1787,1847,Family Finances (Adams Family),33,317,10.0
1788,1847,Family Relations (Adams Family),4,317,1.0
1789,1847,Family Residences (Adams Family),12,317,4.0
1790,1847,Health and Illness,41,317,13.0
1791,1847,Internal Improvements,1,317,0.0
1792,1847,Mexican War,10,317,3.0
1793,1847,Native Americans,1,317,0.0
1794,1847,Press,8,317,3.0
1795,1847,Railroads,14,317,4.0
1796,1847,Recreation,91,317,28.999999999999996
1797,1847,Religion,35,317,11.0
1798,1847,Science and Technology,8,317,3.0
1799,1847,Slavery and Enslaved Persons,5,317,2.0
1800,1847,Smithsonian Institution,4,317,1.0
1801,1847,Steam Power,7,317,2.0
1802,1847,Temperance Movement,1,317,0.0
1803,1847,Unitarianism,13,317,4.0
1804,1847,War of 1812,1,317,0.0
1805,1847,Webster-Ashburton Treaty,4,317,1.0
1806,1847,Whig Party,9,317,3.0
1807,1848,Mexican War,1,2,50.0
1808,1848,Religion,1,2,50.0
